age,annual_income,credit_score,tenure_months,account_balance,monthly_usage_hours,support_tickets,contract_type,payment_method,device_category,is_churn
18,78190.94,777,60,124874.81,36.7,3,One-Year,Electronic Check,Mobile,0
71,138021.89,350,55,127616.77,20.1,5,Two-Year,Credit Card,Desktop,0
61,126105.21,615,16,63589.58,78.1,0,Two-Year,Bank Transfer,Mobile,0
22,156068.68,840,29,9970.97,111.6,1,Month-to-Month,Credit Card,Desktop,0
47,132336.39,557,23,237.7,19.3,1,Month-to-Month,Credit Card,Mobile,0
47,91639.32,459,14,78493.87,22.4,2,Month-to-Month,Bank Transfer,Tablet,0
74,129309.83,549,49,51611.32,52.6,3,One-Year,Credit Card,Desktop,0
34,67684.08,789,33,149569.78,97.0,1,Two-Year,Electronic Check,Desktop,0
65,72478.59,718,25,115861.65,36.0,0,One-Year,Credit Card,Tablet,0
64,147292.7,822,21,114191.32,31.2,0,One-Year,Credit Card,Tablet,0
40,94195.03,655,17,143286.42,74.8,2,Month-to-Month,Credit Card,Desktop,0
32,148748.95,361,23,133158.66,64.7,5,Month-to-Month,Credit Card,Mobile,0
54,152475.47,694,57,47728.12,8.2,4,Month-to-Month,Credit Card,Desktop,1
38,157922.16,814,58,24898.08,10.7,2,One-Year,Bank Transfer,Mobile,0
31,167078.46,537,14,111883.84,77.5,5,Month-to-Month,Bank Transfer,Mobile,1
19,91802.71,503,20,56741.08,56.3,3,Month-to-Month,Credit Card,Mobile,0
28,74424.36,843,30,70975.9,116.5,1,Month-to-Month,Credit Card,Mobile,0
68,115240.81,717,19,94559.66,81.7,2,Month-to-Month,Electronic Check,Mobile,0
56,82531.73,683,53,136180.9,2.2,1,Month-to-Month,Bank Transfer,Mobile,1
55,118166.5,774,56,62863.16,58.2,2,Month-to-Month,Bank Transfer,Mobile,0
51,134365.81,769,23,117497.53,50.3,2,Two-Year,Bank Transfer,Mobile,0
55,131702.78,726,62,40250.97,13.7,4,Month-to-Month,Bank Transfer,Mobile,0
67,83055.7,628,33,104695.77,110.9,1,Two-Year,Electronic Check,Desktop,0
51,50863.33,520,18,236.91,96.8,3,Month-to-Month,Electronic Check,Mobile,0
35,91732.05,483,33,130726.08,28.4,0,Two-Year,Credit Card,Tablet,0
47,47102.09,844,32,4556.94,31.5,4,One-Year,Credit Card,Mobile,0
32,162965.04,802,61,106913.06,4.8,4,Two-Year,Credit Card,Tablet,0
44,78611.01,776,54,6938.73,36.3,1,Two-Year,Electronic Check,Mobile,0
68,48941.26,374,17,39936.85,70.6,3,One-Year,Credit Card,Tablet,0
51,28944.4,367,19,74580.36,51.1,4,Two-Year,Bank Transfer,Mobile,0
69,125102.47,539,70,62990.8,116.3,2,One-Year,Bank Transfer,Desktop,0
74,123719.86,490,34,28775.42,7.7,2,One-Year,Bank Transfer,Mobile,0
55,77793.65,392,25,50072.24,71.4,3,Month-to-Month,Credit Card,Desktop,0
50,36115.34,683,68,109155.96,103.1,2,Two-Year,Credit Card,Mobile,0
41,88492.48,633,11,100388.56,58.2,3,Two-Year,Credit Card,Desktop,0
32,73238.71,495,16,10772.19,1.4,2,Month-to-Month,Credit Card,Desktop,0
47,129953.7,664,61,112097.37,29.9,1,One-Year,Credit Card,Tablet,0
72,118895.78,793,7,7956.88,39.5,2,Two-Year,Bank Transfer,Desktop,0
59,81512.03,668,16,81438.96,116.0,3,One-Year,Electronic Check,Mobile,0
68,58773.35,790,16,39009.41,109.5,1,Two-Year,Bank Transfer,Mobile,0
34,178145.57,441,40,88153.52,114.0,2,Month-to-Month,Bank Transfer,Desktop,0
22,95370.25,528,12,39199.26,99.3,0,Month-to-Month,Bank Transfer,Mobile,0
46,131682.51,405,35,147743.7,42.8,3,Month-to-Month,Credit Card,Desktop,0
21,46785.71,504,21,46459.23,108.8,2,Month-to-Month,Credit Card,Mobile,0
27,100266.4,509,50,36294.1,117.8,3,Month-to-Month,Credit Card,Desktop,0
73,29268.19,460,43,41769.79,42.7,3,Month-to-Month,Electronic Check,Desktop,0
34,103345.54,486,17,134470.93,32.0,1,Month-to-Month,Electronic Check,Mobile,0
27,174422.7,581,32,95432.82,66.1,1,Month-to-Month,Bank Transfer,Desktop,0
34,84552.04,829,41,109602.61,23.3,2,Month-to-Month,Credit Card,Mobile,0
37,31044.38,817,6,137701.58,4.9,2,One-Year,Bank Transfer,Mobile,0
41,29798.15,569,27,136780.87,113.6,3,Month-to-Month,Bank Transfer,Tablet,0
22,85137.95,830,20,110841.88,111.2,4,Month-to-Month,Bank Transfer,Mobile,0
51,49803.87,417,25,29673.66,20.4,2,Month-to-Month,Bank Transfer,Desktop,0
23,28619.57,651,66,126506.0,49.5,0,Month-to-Month,Electronic Check,Desktop,0
70,142213.11,598,9,30566.41,99.9,4,Two-Year,Bank Transfer,Desktop,0
19,96071.07,831,53,111434.82,79.7,5,Month-to-Month,Bank Transfer,Mobile,0
30,69832.94,845,61,102840.46,48.0,5,Two-Year,Electronic Check,Desktop,0
60,164512.89,672,38,113833.33,89.6,2,Month-to-Month,Bank Transfer,Mobile,0
60,43001.54,759,3,79902.85,107.7,1,Two-Year,Bank Transfer,Mobile,0
65,173167.42,741,70,95808.93,111.2,3,Month-to-Month,Bank Transfer,Tablet,0
28,73664.84,355,55,142998.01,46.1,3,Month-to-Month,Electronic Check,Mobile,0
68,162702.57,813,1,15163.29,21.7,1,Two-Year,Bank Transfer,Desktop,0
64,118456.15,629,70,46327.09,109.6,3,Month-to-Month,Bank Transfer,Mobile,0
74,153139.64,781,45,91703.55,12.0,2,One-Year,Credit Card,Mobile,0
40,177522.04,836,47,144608.12,86.9,4,Month-to-Month,Electronic Check,Mobile,0
72,69702.84,443,26,14336.17,17.7,3,One-Year,Bank Transfer,Mobile,0
33,173976.0,778,14,3382.38,47.3,2,Two-Year,Bank Transfer,Mobile,0
48,85369.69,618,54,8362.44,50.0,2,Two-Year,Electronic Check,Mobile,0
28,84754.35,546,71,7860.85,19.9,0,Month-to-Month,Electronic Check,Desktop,0
71,77760.0,374,46,136172.38,110.8,3,Month-to-Month,Electronic Check,Mobile,0
33,108918.18,497,31,108188.69,1.3,3,Two-Year,Credit Card,Mobile,0
25,48892.48,467,59,101565.95,107.4,5,Two-Year,Bank Transfer,Mobile,0
21,110825.28,687,29,78385.92,106.2,1,Month-to-Month,Credit Card,Desktop,0
57,108964.25,716,17,117292.89,38.7,2,One-Year,Credit Card,Mobile,0
21,143094.78,687,14,23347.2,84.8,4,Month-to-Month,Electronic Check,Tablet,1
73,154215.74,415,36,58791.18,31.1,2,Two-Year,Electronic Check,Mobile,0
42,93268.41,807,58,73500.64,91.3,3,Month-to-Month,Bank Transfer,Mobile,0
20,71861.65,650,24,16561.42,67.8,3,One-Year,Credit Card,Mobile,0
49,65196.91,719,63,62927.06,36.7,1,One-Year,Credit Card,Mobile,0
20,55166.69,524,25,47475.27,48.6,2,Two-Year,Bank Transfer,Desktop,0
44,33935.38,668,59,5337.32,83.1,0,Two-Year,Credit Card,Mobile,0
46,78079.44,425,32,20510.31,108.8,0,Month-to-Month,Bank Transfer,Mobile,0
49,66888.39,844,18,114605.52,16.6,2,One-Year,Bank Transfer,Mobile,0
67,174794.69,810,37,2705.69,69.0,2,Two-Year,Electronic Check,Mobile,0
75,111444.87,463,26,140137.99,31.2,1,One-Year,Credit Card,Tablet,0
68,78827.94,460,9,12963.69,96.4,1,One-Year,Credit Card,Desktop,0
36,114972.48,598,64,119885.71,9.4,4,One-Year,Electronic Check,Mobile,0
38,46575.49,788,20,134792.48,83.0,1,Month-to-Month,Bank Transfer,Mobile,0
22,93826.78,552,54,141170.34,21.8,2,One-Year,Credit Card,Tablet,0
35,122066.32,496,30,130121.55,72.0,0,Month-to-Month,Credit Card,Desktop,0
45,100779.16,384,53,43132.51,100.4,0,Month-to-Month,Electronic Check,Tablet,0
59,87275.71,836,63,49963.07,90.9,3,Two-Year,Bank Transfer,Mobile,0
39,179046.5,658,11,63981.85,90.6,3,Month-to-Month,Electronic Check,Mobile,0
38,161448.79,375,31,20894.5,62.6,4,Month-to-Month,Credit Card,Desktop,1
23,121627.92,587,49,3340.87,107.0,1,Month-to-Month,Electronic Check,Desktop,0
18,113253.49,363,19,130368.24,71.0,2,Month-to-Month,Bank Transfer,Desktop,0
22,121202.37,723,12,83119.31,110.2,1,Two-Year,Credit Card,Mobile,0
58,56203.38,394,15,91308.44,66.0,3,One-Year,Electronic Check,Desktop,0
29,86246.35,777,31,139048.27,61.2,3,Month-to-Month,Bank Transfer,Mobile,0
43,31116.23,565,43,99768.03,27.5,2,Month-to-Month,Electronic Check,Mobile,0
63,98709.64,582,37,103628.03,65.8,4,Month-to-Month,Electronic Check,Desktop,0
51,109168.81,542,29,118045.3,17.7,0,Month-to-Month,Credit Card,Desktop,0
66,60301.21,400,26,17452.27,104.5,2,One-Year,Bank Transfer,Desktop,0
31,174424.47,776,2,54024.32,81.4,2,Month-to-Month,Bank Transfer,Tablet,0
43,165965.46,724,15,145231.19,119.2,2,One-Year,Bank Transfer,Desktop,0
62,136932.2,563,4,138439.51,12.0,0,Month-to-Month,Bank Transfer,Desktop,1
44,107674.93,500,50,132611.29,29.6,1,Month-to-Month,Electronic Check,Desktop,0
26,159845.22,789,38,67813.28,105.4,2,Month-to-Month,Credit Card,Mobile,0
43,45251.11,624,23,128578.94,48.0,2,Month-to-Month,Bank Transfer,Desktop,0
74,147529.02,687,59,7259.38,56.5,1,Two-Year,Credit Card,Mobile,0
64,44347.23,425,28,22277.61,103.4,1,Month-to-Month,Credit Card,Desktop,0
74,148102.65,788,66,62095.15,63.1,1,Month-to-Month,Electronic Check,Mobile,0
39,67743.97,569,8,72508.81,24.0,2,Two-Year,Credit Card,Mobile,0
64,160949.04,697,29,39526.07,107.2,1,One-Year,Credit Card,Mobile,0
73,171326.52,793,11,53471.5,4.7,4,Month-to-Month,Credit Card,Desktop,1
47,48063.38,536,18,24416.42,107.6,2,Two-Year,Bank Transfer,Mobile,0
60,96714.72,638,55,73370.1,7.0,1,Month-to-Month,Credit Card,Mobile,0
65,177053.04,752,50,119076.49,80.2,1,One-Year,Bank Transfer,Desktop,0
34,99928.15,377,14,99204.06,9.5,2,Month-to-Month,Bank Transfer,Mobile,1
43,158849.87,728,9,16168.84,85.0,1,One-Year,Credit Card,Mobile,0
53,116253.39,529,11,73137.24,5.0,1,Month-to-Month,Bank Transfer,Mobile,1
18,83176.14,602,63,104646.96,101.3,1,Month-to-Month,Credit Card,Desktop,0
25,69296.45,475,67,79484.29,56.4,1,One-Year,Bank Transfer,Desktop,0
66,56499.58,526,53,58751.34,12.1,4,One-Year,Credit Card,Tablet,0
52,143078.72,386,39,93287.16,85.1,1,One-Year,Credit Card,Mobile,0
69,84913.78,759,56,145295.8,59.2,2,Two-Year,Credit Card,Mobile,0
32,104247.7,448,28,14236.19,23.7,2,Month-to-Month,Credit Card,Mobile,0
64,101310.45,447,39,58502.41,2.9,1,Month-to-Month,Bank Transfer,Tablet,0
73,114478.25,476,25,60990.88,50.7,2,One-Year,Credit Card,Desktop,0
39,159164.46,832,21,86545.1,11.2,1,One-Year,Credit Card,Desktop,0
31,177014.6,517,10,22826.19,12.2,3,Month-to-Month,Credit Card,Tablet,0
43,88175.55,429,43,26496.45,32.8,4,Month-to-Month,Electronic Check,Mobile,1
45,153265.43,643,15,42804.21,76.0,3,One-Year,Bank Transfer,Mobile,0
40,143501.81,682,48,143380.51,64.1,3,Two-Year,Credit Card,Desktop,0
31,113896.99,475,21,110116.29,9.2,6,One-Year,Credit Card,Desktop,1
41,173187.31,692,60,99254.0,116.2,2,Month-to-Month,Electronic Check,Desktop,0
19,56073.55,659,50,122543.65,106.6,1,One-Year,Credit Card,Desktop,0
62,41935.95,499,23,19136.47,31.8,4,Two-Year,Electronic Check,Desktop,1
43,157364.1,365,13,128899.92,15.6,2,Two-Year,Credit Card,Tablet,0
31,93068.22,377,69,89224.91,113.1,3,Two-Year,Credit Card,Desktop,0
73,156280.17,845,4,50299.35,55.9,1,Two-Year,Bank Transfer,Mobile,0
68,163428.98,768,9,122378.29,38.0,2,Month-to-Month,Bank Transfer,Desktop,0
24,34680.93,793,35,120384.68,59.4,3,Month-to-Month,Electronic Check,Desktop,0
20,161937.04,522,21,126856.29,93.0,1,One-Year,Electronic Check,Desktop,0
64,94489.45,395,58,17327.69,21.0,1,Month-to-Month,Bank Transfer,Mobile,0
40,104117.04,677,18,145404.19,92.3,5,Month-to-Month,Bank Transfer,Mobile,0
63,122121.84,585,43,143943.92,90.2,1,Two-Year,Electronic Check,Mobile,0
60,168589.3,788,6,53620.45,65.2,1,One-Year,Bank Transfer,Tablet,0
64,27962.99,563,67,9884.1,104.0,2,Two-Year,Credit Card,Mobile,0
62,98910.74,434,12,25058.35,16.7,2,Two-Year,Credit Card,Mobile,0
35,131596.92,631,12,148924.62,71.9,5,Month-to-Month,Credit Card,Desktop,1
75,137019.58,581,66,84451.94,54.5,1,Two-Year,Electronic Check,Tablet,0
55,132342.53,434,2,53493.27,51.3,2,Month-to-Month,Credit Card,Desktop,0
52,45837.45,758,15,43230.4,31.1,4,One-Year,Credit Card,Tablet,0
68,71406.32,838,23,38548.76,45.3,3,Month-to-Month,Electronic Check,Desktop,0
32,80600.91,414,29,99622.91,13.9,2,Month-to-Month,Credit Card,Tablet,1
42,149687.77,483,7,62908.17,30.9,0,Two-Year,Bank Transfer,Mobile,0
72,68207.78,500,28,144811.6,33.4,3,Month-to-Month,Electronic Check,Mobile,1
54,57659.27,464,14,102576.45,86.8,3,One-Year,Bank Transfer,Desktop,0
45,173404.44,413,44,118806.69,6.8,1,Month-to-Month,Credit Card,Mobile,0
27,26373.81,692,30,43911.23,78.5,3,Month-to-Month,Bank Transfer,Tablet,0
56,179662.23,776,32,11877.96,27.3,6,Month-to-Month,Bank Transfer,Mobile,1
74,129907.3,712,70,73173.43,10.7,2,One-Year,Bank Transfer,Mobile,0
34,153412.74,756,6,47187.23,36.8,1,Month-to-Month,Credit Card,Mobile,0
56,70666.01,701,27,30312.47,27.7,3,Month-to-Month,Credit Card,Desktop,0
39,27218.87,507,24,142896.32,66.7,1,One-Year,Bank Transfer,Mobile,0
43,139369.78,426,34,66598.23,43.5,5,Month-to-Month,Credit Card,Mobile,0
61,154292.41,840,40,26206.29,116.0,1,Month-to-Month,Electronic Check,Tablet,0
42,139773.8,495,47,29797.6,115.7,3,Two-Year,Bank Transfer,Tablet,0
34,47141.79,692,24,42106.46,53.8,2,Month-to-Month,Bank Transfer,Mobile,0
30,141781.33,812,65,149897.44,95.6,2,Month-to-Month,Electronic Check,Desktop,0
37,144183.03,574,18,40201.73,2.6,3,One-Year,Credit Card,Desktop,0
42,127073.78,754,44,49320.27,66.2,2,One-Year,Credit Card,Mobile,0
21,143747.97,662,57,98899.22,89.5,1,One-Year,Bank Transfer,Desktop,0
27,156117.82,452,28,44094.21,26.8,3,Two-Year,Credit Card,Mobile,0
20,120108.64,756,71,32370.64,8.3,2,Month-to-Month,Bank Transfer,Mobile,0
58,38733.73,696,23,23795.58,19.6,3,Two-Year,Electronic Check,Desktop,0
62,100582.31,650,34,46902.4,53.6,1,Two-Year,Electronic Check,Desktop,0
35,37035.65,777,11,15887.35,61.3,2,Two-Year,Bank Transfer,Mobile,0
64,88169.17,815,35,2796.99,46.3,1,Month-to-Month,Electronic Check,Desktop,0
53,88101.51,437,42,120696.25,53.4,2,Two-Year,Credit Card,Desktop,0
64,35231.53,720,28,20684.24,57.0,2,Month-to-Month,Bank Transfer,Desktop,1
39,79067.18,652,24,116396.53,92.6,1,One-Year,Bank Transfer,Desktop,0
51,42204.71,517,8,119631.37,13.5,4,Month-to-Month,Credit Card,Desktop,1
64,150276.46,784,53,80687.93,92.5,1,Two-Year,Credit Card,Mobile,0
25,171891.64,519,4,46452.29,82.9,3,One-Year,Electronic Check,Mobile,0
57,36209.05,484,5,21754.91,89.3,3,Month-to-Month,Electronic Check,Desktop,1
66,173042.86,399,49,110520.77,88.4,2,Two-Year,Bank Transfer,Desktop,0
61,105999.37,781,30,90208.05,57.0,4,One-Year,Credit Card,Mobile,0
36,71432.68,689,63,98318.02,26.2,1,One-Year,Credit Card,Mobile,0
59,36913.62,696,47,1300.36,64.9,4,Month-to-Month,Electronic Check,Desktop,1
58,102596.76,483,26,139127.55,115.0,2,Two-Year,Bank Transfer,Mobile,0
54,148149.91,696,57,9943.53,71.0,0,Month-to-Month,Bank Transfer,Mobile,0
23,134598.4,486,37,55020.88,2.3,5,Month-to-Month,Electronic Check,Mobile,1
69,32785.03,594,7,60406.75,8.1,1,Month-to-Month,Bank Transfer,Mobile,1
43,36299.78,458,40,203.33,119.2,3,One-Year,Bank Transfer,Mobile,0
51,87445.36,662,39,74563.4,9.6,1,One-Year,Credit Card,Mobile,0
73,70770.03,636,62,112921.35,6.5,2,Month-to-Month,Credit Card,Desktop,0
62,61019.57,370,53,123490.3,43.0,3,Month-to-Month,Bank Transfer,Mobile,0
23,68555.7,439,4,131909.55,116.3,1,One-Year,Credit Card,Desktop,0
54,149539.83,645,25,73157.83,38.9,0,Two-Year,Bank Transfer,Desktop,0
74,169030.35,461,7,94595.43,49.8,1,One-Year,Credit Card,Mobile,0
50,87790.92,650,28,11927.96,76.5,5,Month-to-Month,Credit Card,Mobile,1
70,165447.21,426,69,73205.73,3.9,3,Month-to-Month,Bank Transfer,Desktop,0
39,74831.83,526,67,23222.36,107.8,5,Month-to-Month,Credit Card,Mobile,0
38,98847.73,692,20,55446.47,62.8,2,Two-Year,Electronic Check,Mobile,0
23,60034.49,497,11,49395.8,56.6,5,Month-to-Month,Credit Card,Mobile,1
23,124273.79,450,67,63531.09,103.4,4,One-Year,Bank Transfer,Mobile,0
72,176742.07,595,7,85745.49,114.4,3,Month-to-Month,Credit Card,Desktop,0
65,118541.43,466,23,135431.5,51.4,2,Month-to-Month,Credit Card,Desktop,0
21,80461.18,441,61,59172.69,21.5,1,Month-to-Month,Credit Card,Mobile,0
47,125411.7,750,71,147169.68,98.1,1,Two-Year,Electronic Check,Tablet,0
28,44052.71,377,34,113854.21,49.0,3,Two-Year,Credit Card,Mobile,0
47,162742.16,774,19,76722.16,112.3,3,Month-to-Month,Electronic Check,Desktop,0
48,102978.01,799,58,96603.97,114.0,1,Month-to-Month,Credit Card,Desktop,0
41,94649.21,374,9,15333.63,14.7,5,Month-to-Month,Credit Card,Desktop,1
72,115809.04,407,48,126678.23,114.8,1,One-Year,Electronic Check,Mobile,0
26,121841.5,847,41,87353.62,44.8,5,One-Year,Bank Transfer,Desktop,0
72,36125.25,646,48,147910.12,77.9,7,Month-to-Month,Bank Transfer,Mobile,1
20,130805.67,483,45,95464.31,5.1,3,Month-to-Month,Credit Card,Mobile,0
68,62499.41,680,25,125116.74,106.8,1,Two-Year,Credit Card,Mobile,0
48,135662.66,598,25,119964.41,77.4,3,One-Year,Bank Transfer,Desktop,0
57,152492.89,387,19,51819.17,77.6,2,Month-to-Month,Electronic Check,Mobile,0
54,149613.57,739,39,38941.59,108.4,2,One-Year,Credit Card,Mobile,0
53,110637.65,778,27,64574.04,61.5,1,Two-Year,Electronic Check,Mobile,0
41,105626.33,424,63,70086.2,49.9,4,One-Year,Credit Card,Mobile,0
48,47145.77,491,68,36012.71,104.1,2,Month-to-Month,Bank Transfer,Mobile,0
23,145178.65,671,19,134189.68,89.3,0,One-Year,Credit Card,Tablet,0
19,67068.45,517,28,81382.18,113.9,1,One-Year,Bank Transfer,Mobile,0
37,101987.79,608,33,146766.66,112.9,3,One-Year,Credit Card,Mobile,0
45,69062.48,722,10,121502.67,46.5,5,Two-Year,Credit Card,Desktop,0
28,45743.4,704,30,83355.73,54.2,0,Month-to-Month,Electronic Check,Desktop,0
21,122581.44,574,22,142056.04,31.5,3,One-Year,Bank Transfer,Desktop,0
32,33421.47,501,3,75731.22,79.6,4,Month-to-Month,Bank Transfer,Desktop,1
23,141040.01,368,48,133065.98,44.4,1,Month-to-Month,Credit Card,Mobile,0
71,74225.95,495,2,53721.72,94.5,2,One-Year,Electronic Check,Desktop,0
66,25020.88,797,54,56796.36,15.5,3,Two-Year,Bank Transfer,Desktop,0
47,104225.02,590,6,62719.6,14.9,0,Month-to-Month,Electronic Check,Desktop,1
73,32262.05,721,40,81993.85,25.3,4,Two-Year,Credit Card,Tablet,0
55,67806.28,730,2,83023.54,11.0,3,Month-to-Month,Credit Card,Desktop,0
68,134581.36,693,2,74459.84,74.8,0,Month-to-Month,Electronic Check,Desktop,1
74,34716.89,586,55,45900.15,18.5,2,Month-to-Month,Bank Transfer,Mobile,0
19,155097.47,384,60,139080.97,20.0,3,One-Year,Electronic Check,Mobile,0
32,25592.09,539,6,88287.91,2.7,2,One-Year,Credit Card,Tablet,0
28,63257.7,350,19,61160.88,94.1,0,Month-to-Month,Bank Transfer,Desktop,0
25,139840.13,833,27,97676.54,97.7,3,Month-to-Month,Electronic Check,Mobile,0
43,74021.87,502,1,115195.01,20.3,1,One-Year,Bank Transfer,Desktop,0
68,40793.32,778,33,144109.21,89.0,3,One-Year,Bank Transfer,Mobile,0
62,80836.26,782,40,74932.37,52.6,1,Month-to-Month,Credit Card,Desktop,0
61,66910.96,475,32,16814.78,29.5,1,Two-Year,Credit Card,Tablet,0
22,155620.34,840,69,66114.87,74.9,2,One-Year,Credit Card,Mobile,0
23,73568.93,831,17,71845.58,22.2,3,Month-to-Month,Bank Transfer,Mobile,0
43,147284.53,694,8,134549.11,91.1,2,Month-to-Month,Electronic Check,Mobile,0
71,163240.18,749,57,59220.12,6.7,2,One-Year,Credit Card,Tablet,0
21,92241.7,575,42,142998.64,115.1,3,Month-to-Month,Bank Transfer,Desktop,0
36,166041.19,570,9,72769.79,9.6,0,One-Year,Electronic Check,Desktop,0
37,83484.3,752,35,146067.08,70.0,1,Month-to-Month,Credit Card,Desktop,0
50,174432.15,756,71,1229.75,108.4,3,One-Year,Electronic Check,Mobile,0
37,38839.88,560,53,134822.31,2.4,1,Month-to-Month,Electronic Check,Mobile,0
66,131487.99,374,54,139668.07,60.3,1,Two-Year,Credit Card,Desktop,0
29,101541.18,365,25,144153.14,42.7,3,Two-Year,Credit Card,Tablet,0
64,85085.56,531,67,1961.48,70.1,5,Two-Year,Credit Card,Mobile,0
18,123070.34,848,62,25755.13,27.8,1,Month-to-Month,Electronic Check,Mobile,0
43,134097.85,678,55,98064.68,8.7,2,Two-Year,Credit Card,Mobile,0
31,25676.31,478,46,3820.9,75.5,5,Month-to-Month,Bank Transfer,Desktop,1
55,50877.73,391,24,9541.35,50.6,5,One-Year,Bank Transfer,Mobile,0
54,135522.14,752,46,33161.83,75.1,1,Month-to-Month,Electronic Check,Tablet,0
28,128289.74,830,22,76865.97,26.1,3,One-Year,Electronic Check,Mobile,0
53,174737.36,767,11,81885.38,41.3,0,Two-Year,Electronic Check,Mobile,0
30,142960.86,685,48,5139.17,67.8,1,Month-to-Month,Credit Card,Mobile,0
60,172369.77,585,8,25555.09,71.6,2,Month-to-Month,Credit Card,Tablet,0
20,133893.78,709,39,74955.85,45.3,3,Month-to-Month,Credit Card,Mobile,0
50,71198.09,788,35,89091.09,34.3,3,Month-to-Month,Bank Transfer,Mobile,0
23,41331.56,751,49,22260.25,33.6,2,Month-to-Month,Bank Transfer,Mobile,0
67,146182.7,383,46,59826.21,21.8,2,Two-Year,Electronic Check,Desktop,0
73,124843.13,694,38,135660.22,39.7,5,Month-to-Month,Electronic Check,Mobile,1
27,32468.83,730,8,149834.89,24.7,0,One-Year,Credit Card,Desktop,0
22,80807.82,394,54,148082.17,76.4,2,Month-to-Month,Electronic Check,Mobile,0
40,173303.97,483,37,132251.18,68.7,5,Month-to-Month,Credit Card,Tablet,1
27,102562.18,370,40,59199.01,46.5,2,Month-to-Month,Credit Card,Desktop,0
61,92073.02,471,34,102986.14,39.8,2,Month-to-Month,Electronic Check,Mobile,0
19,95943.44,419,17,62488.83,29.3,1,One-Year,Electronic Check,Tablet,0
30,57376.82,701,33,97279.05,64.7,0,Month-to-Month,Credit Card,Mobile,0
57,82149.61,710,47,46414.87,110.3,3,One-Year,Electronic Check,Desktop,0
19,82321.05,397,52,90930.34,82.6,3,Month-to-Month,Electronic Check,Mobile,0
37,33115.03,840,9,78563.77,89.6,2,Two-Year,Credit Card,Mobile,0
18,143972.98,388,33,3672.04,100.3,2,Two-Year,Credit Card,Mobile,0
54,89558.19,636,60,118605.44,42.8,4,Month-to-Month,Bank Transfer,Desktop,0
26,152437.88,839,21,1784.67,8.5,2,Month-to-Month,Electronic Check,Mobile,1
34,156803.94,359,58,43973.39,75.1,3,Month-to-Month,Credit Card,Desktop,0
26,57859.08,379,69,888.61,23.5,2,One-Year,Credit Card,Mobile,0
28,126889.79,593,10,56430.21,68.7,1,Month-to-Month,Bank Transfer,Desktop,0
32,98203.68,623,6,9474.08,89.0,1,One-Year,Bank Transfer,Desktop,0
41,161424.29,793,13,137026.65,94.3,4,Month-to-Month,Bank Transfer,Desktop,0
55,58439.81,437,65,62351.89,36.9,2,Month-to-Month,Credit Card,Desktop,0
72,130061.05,593,20,68924.37,62.0,4,Month-to-Month,Electronic Check,Mobile,1
52,119201.58,730,57,52477.54,74.9,3,Month-to-Month,Bank Transfer,Mobile,0
47,70771.73,678,46,94125.92,98.5,1,One-Year,Electronic Check,Mobile,0
48,46173.14,828,8,117661.22,91.6,3,Month-to-Month,Electronic Check,Tablet,0
66,126004.16,364,10,97222.01,118.6,3,Two-Year,Electronic Check,Desktop,0
22,139482.61,353,67,112231.07,2.0,1,One-Year,Electronic Check,Desktop,0
61,73922.24,540,11,135896.05,53.1,3,Month-to-Month,Electronic Check,Tablet,1
67,124949.05,517,12,129531.98,31.5,1,Month-to-Month,Bank Transfer,Tablet,0
31,86245.29,358,10,101108.77,15.3,1,Month-to-Month,Bank Transfer,Desktop,0
70,135547.07,458,25,32195.69,109.5,1,One-Year,Bank Transfer,Desktop,0
73,55878.37,486,49,95655.43,119.8,0,Month-to-Month,Bank Transfer,Tablet,0
28,162983.33,503,49,75912.46,22.5,1,Month-to-Month,Credit Card,Desktop,0
26,69548.49,737,11,107582.88,5.6,2,Month-to-Month,Credit Card,Desktop,0
51,82006.83,558,62,124939.75,33.7,4,Month-to-Month,Credit Card,Desktop,0
29,34004.25,621,36,111408.22,100.3,1,Two-Year,Credit Card,Desktop,0
52,42284.39,492,39,126984.18,36.0,2,Two-Year,Credit Card,Mobile,0
52,104958.59,448,53,9579.96,7.8,3,Month-to-Month,Electronic Check,Desktop,0
18,66476.86,726,56,4743.01,7.2,2,One-Year,Bank Transfer,Desktop,0
57,154499.43,657,1,38775.09,51.9,3,Two-Year,Credit Card,Mobile,0
39,27277.48,418,56,135099.91,111.9,6,Month-to-Month,Bank Transfer,Mobile,0
46,83759.58,596,4,123548.89,35.0,3,One-Year,Credit Card,Tablet,0
25,77288.56,610,30,102409.09,51.8,0,Month-to-Month,Electronic Check,Desktop,0
28,27995.78,625,12,105113.8,13.1,1,One-Year,Credit Card,Mobile,0
58,44277.1,428,35,109000.57,59.7,1,One-Year,Credit Card,Mobile,0
54,89114.61,495,52,141390.41,83.9,2,Two-Year,Electronic Check,Desktop,0
31,101394.01,460,31,124828.67,33.3,3,Month-to-Month,Bank Transfer,Mobile,0
47,87664.91,607,68,93508.56,36.3,2,One-Year,Electronic Check,Mobile,0
52,107295.34,442,52,99857.32,101.2,2,Month-to-Month,Bank Transfer,Desktop,0
38,117245.41,362,7,32061.04,2.2,3,Month-to-Month,Credit Card,Desktop,1
54,26538.19,609,22,98597.82,76.7,1,Two-Year,Bank Transfer,Tablet,0
22,96934.75,775,56,63701.85,47.9,1,One-Year,Credit Card,Mobile,0
